REF_AREA,Reference area,DEATH_CAUSE,Cause of death,TIME_PERIOD,OBS_VALUE
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,1998,129.7
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,1999,113.7
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2000,108.5
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2001,110
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2002,91.4
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2003,89.9
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2004,84.2
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2005,89.6
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2006,91.6
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2007,100.1
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2008,83.2
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2009,84.8
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2010,61.7
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2011,79.5
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2012,54.6
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2013,70.6
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2014,72.4
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2015,73.2
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2016,58.9
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2017,52.4
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2018,49.1
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2019,72.5
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2020,60.9
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,2021,57.5
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,1981,182.5
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,1982,217.7
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,1985,188.2
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,1986,153.4
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,1987,181.8
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,1988,175.1
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,1989,188.6
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,1990,183.5
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,1991,164.5
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,1992,156.4
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,1993,136.5
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,1994,135.2
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,1995,143.7
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,1996,111.5
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,1997,102.7
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,1998,84.2
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,1999,79.3
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2000,71.5
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2001,60.2
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2002,63
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2003,56.3
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2004,63.3
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2005,57.8
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2006,59
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2007,76.2
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2008,62.2
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2009,54.6
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2010,50.9
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2011,45.2
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2012,36.5
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2013,47.4
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2014,47.4
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2015,44.1
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2016,54.5
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2017,34.7
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2018,38.3
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2019,33.2
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2020,36.9
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2021,32.6
LTU,Lithuania,CICDGENI,Diseases of the genitourinary system,2022,35.5
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1967,261.2
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1968,173.9
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1969,206.4
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1970,146.9
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1971,150.8
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1972,87.1
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1973,147.7
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1974,84.4
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1975,133.7
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1976,61.6
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1977,70.4
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1978,64.2
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1979,93.2
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1980,47
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1981,86.9
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1982,128.9
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1983,42.4
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1984,54.3
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1985,22.1
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1986,13.6
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1987,40
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1988,25.7
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1989,55.7
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1990,15.9
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1991,51.3
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1992,11.7
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1993,49.9
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1994,23.2
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1995,29
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1996,17.9
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1997,20
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1998,33.3
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,1999,8.1
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2000,16.3
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2001,12.7
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2002,22.2
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2003,5.7
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2004,11
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2005,16.1
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2006,28
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2007,23.9
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2008,16.2
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2009,3.9
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2010,28
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2011,21.8
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2012,22.5
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2013,9.4
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2014,22.6
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2015,21.2
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2016,7.5
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2017,16.8
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2018,21.6
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2019,26.8
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2020,16.5
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2021,16
LUX,Luxembourg,CICDGENI,Diseases of the genitourinary system,2022,21.2
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1969,393.1
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1970,384.5
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1971,386.8
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1972,375
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1973,379.1
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1979,342.4
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1980,347.9
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1981,328.2
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1982,310.3
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1983,328.1
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1984,302.7
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1985,302.4
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1986,293.3
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1987,278.8
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1988,275.8
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1989,270.6
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1990,272.6
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1991,281.4
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1992,289.7
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1993,295.8
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1994,286.4
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1995,288.4
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1996,276.7
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1997,270.5
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1998,220.7
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,1999,204.8
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2000,216.4
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2001,221.5
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2002,204.3
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2003,208.1
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2004,207.1
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2005,215
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2006,215.6
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2007,210.2
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2008,219.7
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2009,224.4
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2010,219.3
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2011,227.5
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2012,236.3
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2013,232.3
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2014,234.9
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2015,242.3
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2016,245.8
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2017,242
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2018,257.8
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2019,266.6
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2020,260.7
MEX,Mexico,CICDGENI,Diseases of the genitourinary system,2021,248.6
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1960,192.6
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1961,190.2
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1962,182.1
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1963,196.5
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1964,184.6
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1965,166.9
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1966,166.2
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1967,148.5
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1968,136.9
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1969,125.9
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1970,109.1
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1971,97.9
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1972,99.8
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1973,75.2
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1974,81.6
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1975,74.6
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1976,66.3
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1977,61.3
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1978,55.5
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1979,49.8
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1980,45.3
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1981,42.4
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1982,40.8
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1983,39.2
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1984,39.7
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1985,39.8
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1986,33.6
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1987,28.9
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1988,32
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1989,32.1
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1990,31.2
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1991,28.8
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1992,32.1
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1993,33.5
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1994,34.4
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1995,31.1
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1996,31.8
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1997,29.1
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1998,31
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,1999,31
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2000,35.5
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2001,33.3
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2002,34.3
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2003,32.3
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2004,26.4
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2005,24.8
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2006,29.6
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2007,27.9
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2008,30
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2009,24.6
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2010,27.8
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2011,22.9
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2012,26.2
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2013,20.4
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2014,22.4
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2015,23.5
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2016,23.5
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2017,20.6
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2018,23.2
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2019,23.8
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2020,20.9
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2021,26.8
NLD,Netherlands,CICDGENI,Diseases of the genitourinary system,2022,27.5
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1960,222.5
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1961,213.9
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1962,213.4
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1963,194
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1964,200.2
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1965,187.2
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1966,174.9
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1967,182.1
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1968,135.6
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1969,117.4
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1970,104.4
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1971,129.3
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1972,102.3
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1973,116.6
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1974,97.5
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1975,85.2
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1976,93.4
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1977,106.4
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1978,82.3
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1979,79.2
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1980,66.5
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1981,51.4
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1982,64.8
NZL,New Zealand,CICDGENI,Diseases of the genitourinary system,1983,69.4
